ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Dick Skare	Garey Bies	Scattering 		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	City	281	Spooner	66281	12	Wards 1 - 4	948	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	City	282	Shell Lake	66282	5	Wards 1 & 2	551	4			
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	20254	199			
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Terese Berceau	Scattering 			
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic				
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	Town	32	Madison	13032	5	Wards 2 - 4 & 6	678	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	225	Fitchburg	13225	6	Wards 1 - 3	1794	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	225	Fitchburg	13225	7	Wards 4 & 6	1271	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	48	Ward 48	1355	14			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	50	Ward 50	1825	24			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	58	Ward 58	343	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	59	Ward 59	904	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	60	Ward 60	392	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	65	Ward 65	1211	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	66	Ward 66	1415	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	67	Ward 67	1786	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	68	Ward 68	671	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	69	Ward 69	1170	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	72	Ward 72	1115	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	84	Ward 84	852	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	85	Ward 85	1034	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	86	Ward 86	1406	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	87	Ward 87	1232	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	88	Ward 88	420	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	89	Ward 89	492	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	90	Ward 90	786	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	91	Ward 91	1236	12			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	92	Ward 92	1657	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	93	Ward 93	1592	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	94	Ward 94	580	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	116	Ward 116	0	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	117	Ward 117	1	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 76	2	26	76	4	13	Dane	City	251	Madison	13251	140	Ward 140	0	0			
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	27218	166			
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Spencer Black	Scattering 			
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic				
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	Village	181	Shorewood Hills	13181	2	Wards 1 & 2	1001	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	45	Ward 45	1548	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	46	Ward 46	1480	12			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	47	Ward 47	958	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	61	Ward 61	1708	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	62	Ward 62	758	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	63	Ward 63	431	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	64	Ward 64	1401	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	70	Ward 70	1413	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	71	Ward 71	773	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	73	Ward 73	1247	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	74	Ward 74	1463	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	75	Ward 75	1778	20			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	76	Ward 76	809	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	77	Ward 77	517	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	78	Ward 78	1072	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	79	Ward 79	694	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	80	Ward 80	492	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	81	Ward 81	1276	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	95	Ward 95	581	14			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	96	Ward 96	1449	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	251	Madison	13251	97	Ward 97	295	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 77	2	26	77	4	13	Dane	City	255	Middleton	13255	10	Wards 2 - 4	2654	19			
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	25798	155			
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Mark Pocan	Scattering 			
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic				
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	Town	32	Madison	13032	4	Ward 1	305	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	Town	32	Madison	13032	6	Wards 5, 7 - 11	1063	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	Village	151	Maple Bluff	13151	2	Wards 1 & 2	611	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	225	Fitchburg	13225	12	Ward 13	0	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	14	Ward 14	918	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	15	Ward 15	503	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	21	Ward 21	293	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	31	Ward 31	755	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	32	Ward 32	1497	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	34	Ward 34	2443	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	35	Ward 35	1521	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	36	Ward 36	430	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	37	Ward 37	1272	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	38	Ward 38	1093	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	39	Ward 39	1721	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	40	Ward 40	1178	12			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	41	Ward 41	1097	10			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	42	Ward 42	1844	15			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	43	Ward 43	1435	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	44	Ward 44	2674	36			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	49	Ward 49	661	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	51	Ward 51	842	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	52	Ward 52	1398	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	53	Ward 53	493	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	54	Ward 54	759	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	57	Ward 57	467	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 78	2	26	78	4	13	Dane	City	251	Madison	13251	106	Ward 106	0	0			
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	27273	170			
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Sondy Pope-Roberts	Carl Skalitzky	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Town	10	Blue Mounds	13010	2		332	204	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Town	20	Cross Plains	13020	2	Wards 1 & 2	570	325	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Town	38	Middleton	13038	4	Wards 1 - 5	1947	1478	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Town	54	Springdale	13054	2	Wards 1 & 2	686	441	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Town	60	Vermont	13060	2		397	151	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Town	62	Verona	13062	2	Wards 1 - 3	721	460	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Village	108	Blue Mounds	13108	2		277	155	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Village	157	Mount Horeb	13157	3	Wards 1, 5 & 6	1284	599	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	Village	157	Mount Horeb	13157	4	Wards 2 - 4	1153	574	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	225	Fitchburg	13225	8	Ward 5	597	141	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	225	Fitchburg	13225	9	Wards 7 - 9	2184	1012	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	225	Fitchburg	13225	11	Wards 10 - 12 & 14	2352	1089	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	82	Ward 82	1186	519	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	83	Ward 83	1509	1039	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	98	Ward 98	1374	452	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	99	Ward 99	2076	1198	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	100	Ward 100	0	1	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	101	Ward 101	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	102	Ward 102	241	101	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	103	Ward 103	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	104	Ward 104	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	105	Ward 105	0	3	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	107	Ward 107	61	33	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	109	Ward 109	20	7	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	110	Ward 110	105	67	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	112	Ward 112	31	7	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	113	Ward 113	1	7	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	114	Ward 114	30	18	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	119	Ward 119	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	120	Ward 120	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	121	Ward 121	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	122	Ward 122	15	5	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	123	Ward 123	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	124	Ward 124	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	125	Ward 125	2	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	126	Ward 126	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	127	Ward 127	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	128	Ward 128	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	129	Ward 129	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	130	Ward 130	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	132	Ward 132	1	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	134	Ward 134	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	135	Ward 135	7	3	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	137	Ward 137	11	2	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	141	Ward 141	1	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	142	Ward 142	11	2	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	251	Madison	13251	145	Ward 145	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	255	Middleton	13255	9	Wards 1 & 9	985	341	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	255	Middleton	13255	12	Wards 5 - 7, 10, 12 & 13	2951	1046	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	286	Verona	13286	4	Wards 1 - 4	1745	911	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 79	2	27	79	4	13	Dane	City	286	Verona	13286	5	Wards 5 - 8	1972	970	3		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	26835	13361	28		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	John Waelti	Brett Davis	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	13	Dane	Town	40	Montrose	13040	2	Wards 1 & 2	375	281	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	13	Dane	Town	42	Oregon	13042	2	Wards 1 - 4	871	1046	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	13	Dane	Town	44	Perry	13044	2		277	165	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	13	Dane	Town	48	Primrose	13048	2		248	188	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	13	Dane	Village	106	Belleville	13106	4	Wards 1, 2, 4 - 6	566	407	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	13	Dane	Village	109	Brooklyn	13109	2	Ward 1	249	188	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	13	Dane	Village	165	Oregon	13165	5	Wards 1, 5 & 6	859	886	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	13	Dane	Village	165	Oregon	13165	7	Wards 7 - 10	727	889	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	2	Adams	23002	2		129	133	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	4	Albany	23004	2	Wards 1 & 2	236	317	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	6	Brooklyn	23006	2	Wards 1 & 2	272	330	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	8	Cadiz	23008	2		148	275	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	10	Clarno	23010	2	Wards 1 & 2	187	391	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	12	Decatur	23012	2	Wards 1 - 3	319	598	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	14	Exeter	23014	2	Wards 1 & 2	536	509	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	16	Jefferson	23016	2	Wards 1 - 3	158	425	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	18	Jordan	23018	2		108	219	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	20	Monroe	23020	2	Wards 1 & 2	218	418	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	22	Mount Pleasant	23022	3	Wards 1 & 2	117	208	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	24	New Glarus	23024	2	Wards 1 & 2	310	453	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	26	Spring Grove	23026	2		128	320	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	28	Sylvester	23028	2		149	379	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	30	Washington	23030	2		191	245	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Town	32	York	23032	2		256	268	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Village	101	Albany	23101	2	Wards 1 & 2	223	228	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Village	106	Belleville	23106	2	Ward 3	138	98	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Village	109	Brooklyn	23109	2	Ward 2	127	97	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Village	110	Browntown	23110	2		47	83	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Village	151	Monticello	23151	2	Wards 1 & 2	280	347	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	Village	161	New Glarus	23161	5	Wards 1 - 4	638	528	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	City	206	Brodhead	23206	7	Wards 1 - 6	597	825	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	2	27	80	4	23	Green	City	251	Monroe	23251	11	Wards 1 - 10	1812	3192	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 80	3	27	80	4	33	Lafayette	Town	30	Wayne	33030	2		71	149	0		
